"date_time","temp","wind_speed_ms","wind_gust_ms","wind_direction_deg","pressure_hpa"
"2023/01/04 13:00:00",-7.0,6.9,18.6,72,1005.6
"2023/01/04 14:00:00",-6.6,8.9,18.6,75,1004
"2023/01/04 15:00:00",-6.0,8.1,16.7,67,1003
"2023/01/04 16:00:00",-5.9,8.3,18.1,66,1002
"2023/01/04 17:00:00",-5.8,8.1,18.6,65,1001
"2023/01/04 18:00:00",-5.6,8.3,18.6,62,1000.2
"2023/01/04 19:00:00",-5.5,8.3,17.2,60,999.6
"2023/01/04 20:00:00",-5.3,8.1,17.5,59,999.1
"2023/01/04 21:00:00",-5.2,8.1,15.8,57,998.8
"2023/01/04 22:00:00",-5.0,8.3,16.7,55,998.9
"2023/01/04 23:00:00",-5.0,8.9,18.6,50,999
"2023/01/05 00:00:00",-5.0,8.9,16.9,51,999.5
"2023/01/05 01:00:00",-5.0,8.9,17.5,51,1000
"2023/01/05 02:00:00",-4.8,8.9,18.9,52,1000.5
"2023/01/05 03:00:00",-4.8,8.3,18.1,50,1001.2
"2023/01/05 04:00:00",-4.7,8.6,18.3,50,1002
"2023/01/05 05:00:00",-5.0,8.3,17.2,44,1002.8
"2023/01/05 06:00:00",-5.1,8.3,16.9,49,1003.7
"2023/01/05 07:00:00",-5.2,7.2,15.3,40,1005
"2023/01/05 08:00:00",-5.2,6.7,13.1,38,1006.2
"2023/01/05 09:00:00",-5.1,6.7,14.7,46,1007.6
"2023/01/05 10:00:00",-5.1,6.7,13.3,57,1009.1
"2023/01/05 11:00:00",-5.3,6.4,14.4,58,1010.4
"2023/01/05 12:00:00",-5.5,6.1,15.6,59,1011.6
"2023/01/05 13:00:00",-5.6,5.3,11.7,57,1012.5
"2023/01/05 14:00:00",-5.9,4.7,10.8,59,1013.3
"2023/01/05 15:00:00",-6.0,4.7,11.4,64,1014.1
"2023/01/05 16:00:00",-6.1,3.6,10.8,66,1014.8
"2023/01/05 17:00:00",-6.2,4.2,10.8,66,1015.8
"2023/01/05 18:00:00",-6.6,5.6,11.7,67,1016
"2023/01/05 19:00:00",-7.1,6.4,13.3,81,1016.5
"2023/01/05 20:00:00",-7.4,5,13.1,86,1017
"2023/01/05 21:00:00",-7.7,4.7,10.8,85,1017.3
"2023/01/05 22:00:00",-8.0,4.4,10.8,100,1017.8
"2023/01/05 23:00:00",-8.0,4.2,10.8,97,1017.9
"2023/01/06 00:00:00",-8.0,3.1,10.3,108,1018.4
"2023/01/06 01:00:00",-8.1,4.4,10.8,113,1018.5
"2023/01/06 02:00:00",-8.4,4.4,10.8,105,1018.2
"2023/01/06 03:00:00",-8.2,5,11.7,105,1017.9
"2023/01/06 04:00:00",-8.2,4.7,10.8,121,1017.4
"2023/01/06 05:00:00",-8.1,5,11.7,115,1016.7
"2023/01/06 06:00:00",-8.0,5.6,11.9,117,1016.1
"2023/01/06 07:00:00",-8.0,4.7,10.8,122,1015.2
"2023/01/06 08:00:00",-7.8,4.7,11.9,120,1014.1
"2023/01/06 09:00:00",-7.7,6.7,13.1,119,1013.3
"2023/01/06 10:00:00",-7.4,8.3,19.4,117,1012.4
"2023/01/06 11:00:00",-7.2,8.6,18.9,113,1011.5
"2023/01/06 12:00:00",-6.8,8.9,17.8,114,1010.7
"2023/01/06 13:00:00",-6.5,8.9,18.9,113,1010
"2023/01/06 14:00:00",-6.2,7.8,15.8,110,1009.1
"2023/01/06 15:00:00",-6.1,9.2,19.4,109,1008.1
"2023/01/06 16:00:00",-6.0,10.3,20.8,110,1007.6
"2023/01/06 17:00:00",-6.0,9.4,18.1,118,1007.5
"2023/01/06 18:00:00",-5.7,8.9,19.4,122,1007.1
"2023/01/06 19:00:00",-5.7,7.8,16.1,123,1007
"2023/01/06 20:00:00",-5.7,8.1,19.7,120,1006.7
"2023/01/06 21:00:00",-5.7,7.5,17.8,127,1006.5
"2023/01/06 22:00:00",-5.5,7.2,15.8,128,1006.3
"2023/01/06 23:00:00",-5.3,7.5,14.7,132,1005.7
"2023/01/07 00:00:00",-5.2,7.5,16.7,139,1005.5
"2023/01/07 01:00:00",-4.9,6.9,14.7,133,1005.2
"2023/01/07 02:00:00",-4.6,5.6,11.7,134,1005.3
"2023/01/07 03:00:00",-4.3,4.7,10.8,136,1005.2
"2023/01/07 04:00:00",-3.9,3.6,9.2,155,1005
"2023/01/07 05:00:00",-3.6,4.2,7.2,172,1004.6
"2023/01/07 06:00:00",-3.1,3.9,6.9,173,1004.6
"2023/01/07 07:00:00",-2.6,3.9,8.6,173,1004.7
"2023/01/07 08:00:00",-2.4,3.3,7.2,174,1005
"2023/01/07 09:00:00",-1.8,3.3,5.8,174,1005.2
"2023/01/07 10:00:00",-1.2,2.8,5.8,174,1005.4
"2023/01/07 11:00:00",-0.6,2.5,4.4,174,1005.8
"2023/01/07 12:00:00",-0.3,2.2,4.4,174,1006
"2023/01/07 13:00:00",-0.2,2.8,6.7,174,1005.4
"2023/01/07 14:00:00",0.0,4.2,9.2,169,1005
"2023/01/07 15:00:00",0.1,6.7,12.2,168,1004.5
"2023/01/07 16:00:00",0.3,6.1,14.2,166,1004.1
"2023/01/07 17:00:00",0.3,4.7,9.7,165,1003.9
"2023/01/07 18:00:00",0.2,4.7,9.4,174,1003.5
"2023/01/07 19:00:00",0.5,6.1,15.3,164,1002.7
"2023/01/07 20:00:00",0.6,7.8,15.3,168,1002.2
"2023/01/07 21:00:00",0.7,8.9,16.4,171,1001.8
"2023/01/07 22:00:00",0.7,8.3,15.6,172,1001.4
"2023/01/07 23:00:00",0.7,6.7,12.5,171,1001.2
"2023/01/08 00:00:00",0.7,6.9,12.5,176,1000.8
"2023/01/08 01:00:00",0.7,6.7,13.1,164,1000.3
"2023/01/08 02:00:00",0.9,6.4,12.2,164,999.4
"2023/01/08 03:00:00",1.0,6.4,11.4,169,1882
"2023/01/08 04:00:00",1.2,6.7,13.6,173,998.2
"2023/01/08 05:00:00",1.5,6.7,13.9,174,997.4
"2023/01/08 06:00:00",1.9,7.2,13.6,159,996.4
"2023/01/08 07:00:00",2.1,8.1,18.6,164,995.6
"2023/01/08 08:00:00",2.2,10.3,20.8,172,994.9
"2023/01/08 09:00:00",2.4,10.8,21.7,171,994.3
"2023/01/08 10:00:00",2.4,11.9,25.8,179,993.9
"2023/01/08 11:00:00",2.5,11.1,21.7,188,993.9
"2023/01/08 12:00:00",2.4,9.2,18.3,195,994.1
"2023/01/08 13:00:00",2.3,7.5,18.9,185,994.1
"2023/01/08 14:00:00",2.4,8.1,14.4,186,993.9
"2023/01/08 15:00:00",2.5,6.7,14.7,191,993.8
"2023/01/08 16:00:00",2.5,5.3,11.4,192,993.8
"2023/01/08 17:00:00",2.5,6.4,12.8,187,993.6
"2023/01/08 18:00:00",2.4,5.8,11.1,188,993.6
"2023/01/08 19:00:00",2.2,5,10.8,173,993.4
"2023/01/08 20:00:00",2.1,5.3,10.3,170,993.2
"2023/01/08 21:00:00",2.0,4.4,8.6,168,993.2
"2023/01/08 22:00:00",2.0,5.8,11.7,170,993.2
"2023/01/08 23:00:00",2.0,5.6,10.3,175,993
"2023/01/09 00:00:00",1.9,5,8.9,172,993
"2023/01/09 01:00:00",2.0,5.8,11.4,178,992.8
"2023/01/09 02:00:00",1.7,5.3,10,177,992.7
"2023/01/09 03:00:00",1.7,5.3,9.7,176,992.5
"2023/01/09 04:00:00",1.4,5,10.3,192,992.8
"2023/01/09 05:00:00",1.2,3.9,8.1,168,993
"2023/01/09 06:00:00",1.4,3.1,5.8,146,993
"2023/01/09 07:00:00",1.4,3.1,6.7,133,993.1
"2023/01/09 08:00:00",1.2,3.6,8.1,144,993.2
"2023/01/09 09:00:00",0.9,3.6,10.3,147,1592.3
"2023/01/09 10:00:00",0.8,4.2,8.6,135,993.8
"2023/01/09 11:00:00",1.0,4.4,8.6,132,3629.2
"2023/01/09 12:00:00",1.0,3.9,8.1,110,1312.8
"2023/01/09 13:00:00",0.8,4.4,9.4,118,993.5
"2023/01/09 14:00:00",0.6,3.6,8.9,121,993.5
"2023/01/09 15:00:00",0.5,4.4,9.2,104,993.6
"2023/01/09 16:00:00",0.4,4.4,10.8,99,993.8
"2023/01/09 17:00:00",0.5,4.7,9.2,102,993.9
"2023/01/09 18:00:00",0.5,3.9,10,102,994
"2023/01/09 19:00:00",0.5,3.1,6.7,109,994.2
"2023/01/09 20:00:00",0.7,3.9,9.4,112,994.3
"2023/01/09 21:00:00",0.6,4.4,9.4,100,994.3
"2023/01/09 22:00:00",0.7,3.9,8.6,95,994.4
"2023/01/09 23:00:00",0.7,3.3,6.7,99,994.6
"2023/01/10 00:00:00",0.7,3.6,7.8,124,995
"2023/01/10 01:00:00",0.6,4.2,8.9,123,995.2
"2023/01/10 02:00:00",0.2,3.1,8.1,161,995.4
"2023/01/10 03:00:00",-0.2,1.7,6.7,176,995.6
"2023/01/10 04:00:00",-0.4,0,0,176,996.2
"2023/01/10 05:00:00",-0.2,0,0,176,996.3
"2023/01/10 06:00:00",-0.2,0,0.3,205,996.7
"2023/01/10 07:00:00",-0.2,2.8,8.6,243,997.1
"2023/01/10 08:00:00",0.0,3.3,7.5,239,997.7
"2023/01/10 09:00:00",0.2,3.6,8.9,227,998.3
"2023/01/10 10:00:00",0.2,4.7,9.4,238,999.3
"2023/01/10 11:00:00",0.0,3.1,7.8,231,999.7
"2023/01/10 12:00:00",-0.2,3.1,6.7,231,999.9
"2023/01/10 13:00:00",-0.5,4.4,11.7,237,1000.3
"2023/01/10 14:00:00",-0.2,4.4,9.4,230,1000.6
"2023/01/10 15:00:00",-0.2,5.6,11.9,219,1000.8
"2023/01/10 16:00:00",-0.2,10,62.8,215,1001.1
"2023/01/10 17:00:00",-0.1,5.8,11.7,215,1001
"2023/01/10 18:00:00",0.6,5.6,11.7,211,1000.9
"2023/01/10 19:00:00",1.3,6.4,13.3,206,1000.5
"2023/01/10 20:00:00",1.5,6.9,11.9,203,1000.4
"2023/01/10 21:00:00",1.6,6.1,11.4,208,1000.4
"2023/01/10 22:00:00",1.7,6.9,16.9,209,1000
"2023/01/10 23:00:00",1.7,7.2,13.9,206,999.8
"2023/01/11 00:00:00",1.7,7.5,13.9,195,998.9
"2023/01/11 01:00:00",2.0,10.3,20.3,188,997.9
"2023/01/11 02:00:00",1.9,9.7,18.1,183,997
"2023/01/11 03:00:00",1.6,10,19.4,180,995.9
"2023/01/11 04:00:00",1.4,11.1,24.4,177,993.9
"2023/01/11 05:00:00",0.9,10.8,23.9,166,1271.2
"2023/01/11 06:00:00",0.2,10,20,160,990.1
"2023/01/11 07:00:00",0.2,11.9,29.4,167,988.1
"2023/01/11 08:00:00",-0.1,11.7,24.2,172,986.5
"2023/01/11 09:00:00",-0.2,11.7,21.7,176,984.6
"2023/01/11 10:00:00",0.8,14.4,29.2,195,983.3
"2023/01/11 11:00:00",2.2,15.6,26.7,213,983.5
"2023/01/11 12:00:00",3.2,13.6,24.4,217,985.1
"2023/01/11 13:00:00",3.7,11.9,22.5,217,986.1
"2023/01/11 14:00:00",3.7,10,19.2,213,987
"2023/01/11 15:00:00",4.0,10,22.5,207,987.4
"2023/01/11 16:00:00",4.0,11.1,23.6,214,987.8
"2023/01/11 17:00:00",3.9,11.1,22.5,215,988.5
"2023/01/11 18:00:00",3.7,12.8,27.2,218,988.5
"2023/01/11 19:00:00",3.4,12.2,25.8,220,988.6
"2023/01/11 20:00:00",3.1,11.7,23.6,211,988.6
"2023/01/11 21:00:00",2.9,12.2,26.7,212,988.6
"2023/01/11 22:00:00",2.9,12.5,25.3,215,988.8
"2023/01/11 23:00:00",2.4,10.6,23.6,209,989
"2023/01/12 00:00:00",2.0,11.1,21.9,208,988.8
"2023/01/12 01:00:00",2.0,10.6,24.2,209,988.8
"2023/01/12 02:00:00",1.9,9.4,18.1,210,988.8
"2023/01/12 03:00:00",1.8,9.7,19.2,202,988.7
"2023/01/12 04:00:00",2.0,8.6,20.6,202,988.6
"2023/01/12 05:00:00",1.8,8.9,20.8,204,988.4
"2023/01/12 06:00:00",2.0,7.8,16.9,205,988.2
"2023/01/12 07:00:00",2.0,10.6,20.8,221,987.8
"2023/01/12 08:00:00",2.0,7.2,13.6,212,987.8
"2023/01/12 09:00:00",1.8,6.7,12.5,207,987.8
"2023/01/12 10:00:00",1.9,5.6,13.1,195,987.9
"2023/01/12 11:00:00",1.8,5.3,9.7,208,988
"2023/01/12 12:00:00",2.0,5,10.6,201,987.9
"2023/01/12 13:00:00",1.7,6.4,13.6,209,987.5
"2023/01/12 14:00:00",1.7,6.7,12.5,212,987.5
"2023/01/12 15:00:00",1.7,6.7,12.5,218,987.5
"2023/01/12 16:00:00",1.7,5.8,10.6,214,987.5
"2023/01/12 17:00:00",1.5,4.7,9.4,208,987.8
"2023/01/12 18:00:00",1.5,4.7,8.6,209,987.9
"2023/01/12 19:00:00",1.5,4.2,8.6,202,987.8
"2023/01/12 20:00:00",1.4,3.9,7.8,206,987.9
"2023/01/12 21:00:00",1.5,3.6,8.1,199,987.9
"2023/01/12 22:00:00",1.5,3.6,7.2,195,987.9
"2023/01/12 23:00:00",1.5,4.2,8.1,186,988
"2023/01/13 00:00:00",1.5,3.6,7.2,184,987.9
"2023/01/13 01:00:00",1.7,4.7,10.8,196,987.6
"2023/01/13 02:00:00",1.7,5,9.4,185,987.4
"2023/01/13 03:00:00",1.6,5.8,13.1,192,987.1
"2023/01/13 04:00:00",1.7,6.1,15.8,191,986.8
"2023/01/13 05:00:00",1.5,5,12.2,170,986.5
"2023/01/13 06:00:00",1.2,4.4,10.6,157,986.3
"2023/01/13 07:00:00",0.4,4.4,9.4,142,985.9
"2023/01/13 08:00:00",-0.2,3.9,8.6,141,985.6
"2023/01/13 09:00:00",-0.2,4.7,10.3,138,985.4
"2023/01/13 10:00:00",-0.2,3.1,7.5,146,985.3
"2023/01/13 11:00:00",-0.1,2.5,6.7,155,985.4
"2023/01/13 12:00:00",0.2,2.2,5,165,985.4
"2023/01/13 13:00:00",0.7,4.2,8.6,179,985.2
"2023/01/13 14:00:00",1.1,2.8,5.8,177,1618.4
"2023/01/13 15:00:00",1.3,3.3,6.7,175,985.1
"2023/01/13 16:00:00",1.6,4.2,10,174,985.3
"2023/01/13 17:00:00",2.0,5,8.6,175,985.4
"2023/01/13 18:00:00",2.1,3.3,7.2,163,985.7
"2023/01/13 19:00:00",2.2,3.1,6.7,171,985.8
"2023/01/13 20:00:00",2.2,2.2,5.8,155,985.9
"2023/01/13 21:00:00",2.2,1.7,3.9,136,986.1
"2023/01/13 22:00:00",2.2,2.2,6.1,110,986.4
"2023/01/13 23:00:00",2.1,1.7,3.9,87,986.7
"2023/01/14 00:00:00",1.8,1.9,4.4,70,986.8
"2023/01/14 01:00:00",1.6,2.5,6.4,41,987.1
"2023/01/14 02:00:00",1.4,2.8,6.4,32,987.5
"2023/01/14 03:00:00",1.2,2.2,5.8,28,987.8
"2023/01/14 04:00:00",1.1,2.8,6.9,18,988.3
"2023/01/14 05:00:00",0.7,3.3,8.3,10,988.8
"2023/01/14 06:00:00",0.4,4.4,8.9,19,989.3
"2023/01/14 07:00:00",0.1,4.4,10,17,989.9
"2023/01/14 08:00:00",-0.2,2.8,6.9,15,990.4
"2023/01/14 09:00:00",-0.4,3.6,8.1,21,991.1
"2023/01/14 10:00:00",-0.5,3.1,6.9,21,991.8
"2023/01/14 11:00:00",-0.5,1.9,5.8,21,992.5
"2023/01/14 12:00:00",-0.6,2.2,5.6,21,992.6
"2023/01/14 13:00:00",-0.7,0.8,2.2,21,992.7
"2023/01/14 14:00:00",-0.6,0,1.7,21,993
"2023/01/14 15:00:00",-0.7,0.6,4.4,21,992.9
"2023/01/14 16:00:00",-0.7,1.4,5.8,21,992.5
"2023/01/14 17:00:00",-0.7,1.4,5.8,21,992.1
"2023/01/14 18:00:00",-0.7,1.7,5.8,21,991.4
"2023/01/14 19:00:00",-0.7,1.9,7.2,21,990.6
"2023/01/14 20:00:00",-0.7,2.2,5.3,21,989.8
"2023/01/14 21:00:00",-0.7,1.9,6.9,21,989
"2023/01/14 22:00:00",-0.9,0,0,21,987.7
"2023/01/14 23:00:00",-0.8,0,0,21,985.7
"2023/01/15 00:00:00",-0.7,0,0,21,983.8
"2023/01/15 01:00:00",-0.5,0,0,21,981.2
"2023/01/15 02:00:00",-0.7,0,0,21,978.5
"2023/01/15 03:00:00",-0.7,0,0,21,976.4
"2023/01/15 04:00:00",-0.7,0,0,21,974.6
"2023/01/15 05:00:00",-1.0,0,0,21,973.1
"2023/01/15 06:00:00",-0.9,0,0,21,972.3
"2023/01/15 07:00:00",-0.5,0,0,21,971.8
"2023/01/15 08:00:00",-0.6,0,0,21,971
"2023/01/15 09:00:00",-0.7,0,0,21,970.2
"2023/01/15 10:00:00",-0.7,0,0,21,969.9
"2023/01/15 11:00:00",-0.5,0,0,21,969.7
"2023/01/15 12:00:00",-0.5,0,0,21,969.5
"2023/01/15 13:00:00",-0.2,0,0,21,969.4
"2023/01/15 14:00:00",-0.2,0,0,21,969.2
"2023/01/15 15:00:00",-0.3,0,0,20,969.3
"2023/01/15 16:00:00",-0.3,0,0,20,969.3
"2023/01/15 17:00:00",-0.2,0,0,10,969.2
"2023/01/15 18:00:00",-0.2,0,0,194,969.5
"2023/01/15 19:00:00",-0.2,0,0,185,969.3
"2023/01/15 20:00:00",-0.5,0,0,170,969
"2023/01/15 21:00:00",-0.6,0,0,173,968.5
"2023/01/15 22:00:00",-0.2,0,0,167,968.5
"2023/01/15 23:00:00",-0.2,0,0,186,968.7
"2023/01/16 00:00:00",-0.2,0,0,195,969.1
"2023/01/16 01:00:00",-0.4,0,0,196,969.7
"2023/01/16 02:00:00",-0.7,0,0,196,970.6
"2023/01/16 03:00:00",-1.1,0,0,196,971.6
"2023/01/16 04:00:00",-1.9,0,0,196,972.6
"2023/01/16 05:00:00",-2.3,0,0,196,973.5
"2023/01/16 06:00:00",-2.5,0,0,196,974.5
"2023/01/16 07:00:00",-2.6,0,0,196,975.5
"2023/01/16 08:00:00",-2.9,0,0,196,976.3
"2023/01/16 09:00:00",-3.0,0,0,196,977.3
"2023/01/16 10:00:00",-2.4,0,0,196,978.8
"2023/01/16 11:00:00",-1.8,0,0,196,979.9
"2023/01/16 12:00:00",-1.1,0,0,196,981.2
"2023/01/16 13:00:00",-0.7,0,0,198,981.6
"2023/01/16 14:00:00",-1.0,0,0,206,982
"2023/01/16 15:00:00",-1.5,0,0,185,982.3
"2023/01/16 16:00:00",-1.6,0,0,180,982.4
"2023/01/16 17:00:00",-1.5,0,0,183,982.7
"2023/01/16 18:00:00",-1.1,0,0,195,983
"2023/01/16 19:00:00",-0.8,0,0,181,983.1
"2023/01/16 20:00:00",-0.4,0,0,180,983.3
"2023/01/16 21:00:00",-0.4,0,0,171,983.6
"2023/01/16 22:00:00",-0.3,0,0,166,983.6
"2023/01/16 23:00:00",-0.2,0,0,152,983.7
"2023/01/17 00:00:00",-0.4,0,0,137,983.5
"2023/01/17 01:00:00",-0.6,0,0,134,983.5
"2023/01/17 02:00:00",-0.6,0,0,133,983.2
"2023/01/17 03:00:00",-0.7,0,0,132,982.9
"2023/01/17 04:00:00",-0.7,0,0,125,982.4
"2023/01/17 05:00:00",-0.5,0,0,118,982
"2023/01/17 06:00:00",-0.3,0,0,120,981.8
"2023/01/17 07:00:00",-0.2,0,0,128,981.9
"2023/01/17 08:00:00",-0.2,0,0,129,982
"2023/01/17 09:00:00",-0.1,0,0,116,981.9
"2023/01/17 10:00:00",-0.2,0,0,102,982.1
"2023/01/17 11:00:00",-0.2,0,0,100,982.1
"2023/01/17 12:00:00",-0.2,0,0,93,981.8
"2023/01/17 13:00:00",-0.2,0,0,91,981.1
"2023/01/17 14:00:00",-0.3,0,0,81,980.6
"2023/01/17 15:00:00",-0.2,0,0,77,980
"2023/01/17 16:00:00",-0.5,0,0,77,979.7
"2023/01/17 17:00:00",-0.6,0,0,61,979.1
"2023/01/17 18:00:00",-1.0,0.3,6.1,57,978.7
"2023/01/17 19:00:00",-1.2,0,0,58,978.1
"2023/01/17 20:00:00",-1.2,0,0,61,977.7
"2023/01/17 21:00:00",-1.4,0,0,62,977.4
"2023/01/17 22:00:00",-1.5,0,0,60,977.3
"2023/01/17 23:00:00",-1.2,0,0,66,977.3
"2023/01/18 00:00:00",-1.2,0,0,64,977.2
"2023/01/18 01:00:00",-1.1,0,0,68,977.1
"2023/01/18 02:00:00",-1.0,0,0,71,977
"2023/01/18 03:00:00",-0.8,0,0,76,977
"2023/01/18 04:00:00",-0.7,0,0,79,977.1
"2023/01/18 05:00:00",-0.7,0,0,89,977.3
"2023/01/18 06:00:00",-0.7,0,0,127,977.6
"2023/01/18 07:00:00",-1.1,0,0,172,977.9
"2023/01/18 08:00:00",-1.1,0,0,198,978.7
"2023/01/18 09:00:00",-1.1,0,0,201,979.6
"2023/01/18 10:00:00",-1.0,0,0,195,980.6
"2023/01/18 11:00:00",-1.0,0,0,186,981.6
"2023/01/18 12:00:00",-1.2,0,0,191,982.2
"2023/01/18 13:00:00",-1.1,0,0,172,982.7
"2023/01/18 14:00:00",-1.0,0,0,148,983.2
"2023/01/18 15:00:00",-1.2,0,0,129,983.7
"2023/01/18 16:00:00",-1.2,0,0,113,984.2
"2023/01/18 17:00:00",-1.0,0,0,106,984.5
"2023/01/18 18:00:00",-1.0,0,0,110,985.4
"2023/01/18 19:00:00",-1.0,0,0,102,986.4
"2023/01/18 20:00:00",-1.1,0,0,136,987.2
"2023/01/18 21:00:00",-1.5,0,0,137,988
"2023/01/18 22:00:00",-1.6,0,0,137,988.7
"2023/01/18 23:00:00",-1.5,0,0,137,989.2
"2023/01/19 00:00:00",-1.4,0,0,137,989.8
"2023/01/19 01:00:00",-1.5,0,0,137,990.1
"2023/01/19 02:00:00",-1.2,0,0,137,990.5
"2023/01/19 03:00:00",-1.2,0,0,138,990.7
"2023/01/19 04:00:00",-1.1,0,0,138,990.8
"2023/01/19 05:00:00",-1.0,0,0,138,991.2
"2023/01/19 06:00:00",-1.0,0,0,138,991.5
